Result,Day,Player
5,2020-07-10,762
3,2021-02-06,295
1,2020-08-15,849
3,2021-04-25,12
5,2020-09-21,934
2,2020-12-06,62
3,2020-07-01,92
6,2020-12-04,145
3,2021-03-12,226
4,2021-03-31,679
5,2021-05-12,546
1,2021-05-11,30
6,2020-08-03,222
2,2020-11-20,525
1,2020-10-13,256
2,2020-06-06,54
5,2020-07-14,141
2,2020-12-18,864
1,2021-03-08,835
2,2020-12-24,530
2,2020-09-25,511
6,2020-10-15,207
4,2021-04-11,367
3,2020-06-19,588
6,2020-08-31,445
3,2020-10-28,24
4,2020-07-03,94
5,2021-01-06,204
1,2021-05-16,322
3,2021-05-23,135
2,2020-10-19,337
2,2020-09-18,437
6,2020-06-08,295
4,2021-02-26,521
3,2020-06-04,921
4,2020-10-11,142
6,2021-05-05,46
4,2021-03-18,223
1,2021-03-13,816
3,2020-10-20,72
3,2021-03-04,166
4,2021-03-06,162
2,2020-09-23,938
2,2020-07-29,159
3,2020-11-27,666
3,2021-05-11,189
4,2021-03-20,341
4,2020-06-01,277
4,2020-08-06,826
6,2020-09-05,382
3,2020-09-29,801
4,2021-03-31,979
4,2021-01-06,801
3,2020-06-27,221
6,2020-06-16,34
3,2020-09-07,92
4,2020-07-02,913
3,2021-02-24,399
2,2020-11-02,526
4,2021-05-19,908
5,2020-06-20,367
3,2020-08-25,735
2,2020-08-04,848
1,2020-09-11,320
5,2021-04-08,428
4,2021-04-30,80
4,2021-04-22,541
5,2020-10-28,661
3,2020-06-11,292
3,2020-07-15,801
6,2020-09-01,162
3,2021-05-03,92
3,2020-11-05,887
4,2020-11-30,97
2,2021-02-24,418
6,2020-07-02,742
3,2021-04-23,511
5,2020-09-03,541
5,2020-08-21,890
4,2021-01-16,398
4,2021-05-24,825
5,2020-12-06,879
5,2021-04-23,155
3,2020-06-23,190
5,2020-11-04,941
1,2020-07-05,350
4,2020-07-05,890
6,2021-01-23,144
5,2020-12-11,742
3,2021-02-19,240
2,2020-06-13,992
4,2021-04-17,397
3,2021-05-14,234
3,2021-01-27,331
6,2020-07-01,364
3,2020-10-15,375
1,2021-04-22,946
5,2021-05-04,240
3,2021-04-05,63
4,2021-01-28,421
2,2021-05-11,231
2,2020-10-29,825
2,2020-12-07,345
3,2021-05-08,440
5,2021-01-23,716
3,2020-09-05,539
4,2020-12-13,106
5,2021-03-20,498
4,2020-07-03,171
2,2021-03-18,993
6,2020-06-15,866
5,2021-01-24,137
4,2020-10-09,875
3,2020-11-26,650
4,2020-09-07,153
4,2021-01-17,807
4,2021-02-11,489
3,2020-08-23,221
3,2020-08-28,723
1,2021-01-02,933
5,2020-12-21,499
4,2020-12-02,679
1,2020-07-04,514
4,2021-03-31,754
3,2021-04-18,589
5,2020-10-08,754
5,2020-12-20,737
5,2021-04-26,223
5,2020-08-31,223
1,2020-08-03,931
4,2020-09-10,650
6,2021-02-23,533
2,2021-04-18,24
3,2020-12-29,906
4,2020-10-20,608
3,2020-09-08,92
3,2020-05-26,914
3,2020-09-25,722
5,2020-07-06,68
5,2020-11-12,299
3,2020-11-06,390
4,2020-09-11,159
3,2021-01-28,440
3,2020-10-26,430
6,2020-11-03,906
3,2020-06-13,848
3,2020-10-06,231
1,2020-11-17,962
5,2021-01-25,201
5,2021-04-25,239
2,2020-07-12,678
2,2020-05-26,998
4,2021-04-16,34
3,2020-10-08,518
4,2020-09-12,542
5,2020-11-19,490
4,2020-07-08,181
3,2021-05-02,230
3,2020-10-09,730
1,2021-04-24,748
3,2020-10-07,700
3,2020-12-13,511
2,2020-10-14,390
5,2020-07-07,908
4,2020-06-02,155
5,2020-10-15,34
5,2020-06-06,887
3,2020-07-03,186
5,2020-10-11,344
2,2020-10-10,741
6,2020-12-22,916
6,2020-05-26,669
4,2020-07-25,893
6,2020-09-26,257
1,2021-05-11,83
2,2021-05-05,74
3,2020-11-08,364
4,2020-07-26,172
3,2021-04-10,541
5,2020-12-11,666
3,2020-10-04,914
3,2020-07-17,892
3,2021-04-10,128
6,2020-08-11,42
6,2020-06-04,795
4,2020-07-06,397
4,2021-02-16,85
5,2020-11-20,172
2,2021-05-07,18
4,2020-12-11,656
5,2020-12-02,253
3,2020-07-19,271
4,2020-12-24,941
5,2021-01-17,301
5,2020-11-12,221
4,2021-01-04,240
3,2021-02-01,288
1,2020-10-12,518
2,2020-06-27,863
4,2020-12-11,953
3,2020-09-05,979
2,2020-10-09,95
6,2020-11-12,629
2,2020-07-25,519
6,2021-04-05,690
3,2020-09-14,629
4,2020-12-06,382
4,2021-05-07,870
4,2021-02-21,165
4,2021-05-14,362
2,2020-06-26,221
1,2020-08-19,730
2,2021-03-30,238
2,2020-08-12,622
5,2021-01-19,288
3,2021-05-20,799
1,2021-02-11,849
3,2020-11-03,709
3,2021-02-12,489
3,2020-11-18,499
6,2021-04-11,517
5,2020-09-15,250
1,2021-04-14,630
1,2021-02-08,150
3,2021-05-18,120
4,2021-05-04,800
3,2020-08-05,725
1,2020-06-27,116
1,2021-04-08,257
4,2020-12-20,249
2,2020-12-26,180
2,2020-12-23,239
3,2021-02-04,416
5,2021-01-15,263
3,2020-12-14,253
6,2020-08-25,46
2,2021-05-18,475
2,2020-06-22,410
2,2021-01-08,527
3,2020-12-28,124
4,2020-11-06,155
2,2020-11-09,644
5,2021-03-21,344
4,2020-10-06,161
5,2021-04-15,285
3,2020-07-14,588
1,2021-05-10,838
2,2020-10-20,893
2,2020-12-28,208
4,2020-05-25,188
4,2020-06-17,316
3,2020-10-07,489
2,2020-12-17,487
4,2020-07-16,756
3,2020-07-07,790
5,2021-05-24,531
5,2020-06-12,356
4,2020-11-10,209
6,2020-10-12,145
4,2021-04-29,362
4,2020-11-03,698
5,2020-08-17,106
2,2020-09-19,489
2,2020-06-04,95
5,2021-01-01,425
3,2020-08-13,197
5,2020-06-14,216
5,2021-01-02,830
3,2021-02-21,716
4,2020-12-20,42
4,2020-10-11,522
4,2020-10-27,947
5,2020-12-16,240
2,2021-02-12,368
4,2020-07-07,554
5,2021-04-26,72
6,2020-09-27,848
6,2020-12-10,137
4,2021-01-11,57
3,2020-11-21,446
5,2020-11-07,825
2,2021-01-06,288
3,2021-04-22,891
4,2020-06-12,839
3,2021-05-22,253
1,2021-01-02,388
3,2021-05-03,544
3,2021-05-09,72
5,2021-01-07,871
1,2021-04-06,862
5,2020-05-28,589
3,2020-09-17,23
2,2020-11-13,546
5,2020-06-11,534
4,2020-11-19,509
4,2021-03-17,701
5,2020-12-21,620
6,2020-10-30,780
5,2021-05-09,554
4,2020-06-13,735
5,2021-05-20,546
1,2021-03-04,662
6,2021-02-07,437
5,2021-01-23,487
4,2020-12-06,513
4,2020-08-27,583
3,2020-10-31,624
6,2020-07-03,149
3,2020-12-10,489
2,2020-06-08,777
2,2021-01-17,573
4,2020-09-28,946
3,2021-01-26,576
3,2020-12-31,511
4,2021-02-06,825
2,2020-06-16,547
4,2021-01-09,53
3,2020-12-24,944
1,2020-08-17,200
4,2021-01-07,145
5,2021-03-20,106
1,2020-09-14,924
5,2020-07-26,269
4,2020-09-23,914
6,2020-10-20,557
2,2020-06-04,909
6,2021-04-11,436
2,2021-01-02,734
4,2021-04-16,900
5,2021-03-31,85
5,2020-10-23,216
3,2020-12-27,231
5,2020-11-27,908
2,2020-08-15,924
3,2020-09-27,891
6,2020-11-20,356
4,2020-07-16,934
1,2020-08-17,680
2,2021-05-13,15
5,2020-11-07,906
4,2021-03-21,721
3,2020-10-21,55
6,2020-06-08,373
2,2020-06-11,677
4,2020-05-31,844
3,2020-06-07,657
3,2021-03-02,687
4,2020-11-01,983
3,2020-11-19,547
5,2020-12-25,871
2,2020-10-30,231
3,2020-05-29,292
4,2020-10-02,943
3,2021-02-06,742
4,2020-09-17,742
5,2020-08-12,848
4,2021-02-28,812
3,2020-11-23,398
4,2020-06-09,714
2,2020-08-13,439
3,2020-07-07,525
4,2020-06-17,49
4,2021-05-18,746
1,2020-06-10,447
5,2020-10-30,976
5,2020-10-22,284
5,2020-11-17,483
4,2021-04-21,891
4,2021-02-24,797
3,2021-03-26,70
2,2020-07-09,721
6,2021-03-23,554
2,2021-02-06,935
4,2021-04-15,844
6,2020-11-24,461
1,2020-12-12,751
4,2021-05-19,68
3,2020-06-25,651
5,2021-05-19,43
3,2020-11-30,356
5,2021-03-24,481
1,2020-07-14,864
3,2020-12-10,474
4,2021-04-29,844
4,2020-09-25,686
3,2020-07-26,955
1,2020-06-19,497
2,2020-06-08,68
4,2020-09-25,134
2,2020-12-27,339
3,2021-04-24,34
6,2021-05-14,442
3,2020-06-23,97
2,2021-05-17,933
1,2020-12-23,247
2,2021-05-02,248
4,2020-11-28,230
3,2021-04-02,513
3,2021-03-18,869
3,2021-01-22,879
6,2020-10-26,95
3,2021-05-02,534
4,2020-09-26,754
4,2021-05-02,20
1,2021-03-28,259
5,2020-06-20,382
2,2021-03-15,139
1,2021-01-15,408
2,2021-04-29,969
3,2020-12-14,283
2,2020-12-19,326
5,2020-12-03,106
4,2020-11-03,902
5,2020-07-11,873
3,2020-05-25,903
3,2020-09-12,84
3,2020-10-07,205
5,2020-11-07,344
3,2021-03-07,508
3,2021-01-05,435
3,2021-02-02,539
3,2020-12-23,934
2,2020-09-11,567
2,2020-05-25,879
3,2021-01-27,487
4,2021-03-04,882
5,2021-01-03,276
2,2020-12-23,157
4,2020-06-09,944
1,2020-08-02,507
6,2020-09-04,541
6,2020-08-06,269
3,2020-09-29,21
2,2020-12-13,719
5,2021-04-08,246
5,2020-08-10,221
5,2020-10-03,559
2,2020-06-28,146
5,2021-01-11,593
4,2021-01-11,826
3,2020-08-20,807
4,2020-06-27,230
4,2020-08-14,908
4,2021-02-06,155
4,2020-06-14,318
4,2020-11-10,356
2,2020-06-19,24
4,2021-01-27,742
5,2021-05-08,315
3,2020-12-30,111
4,2020-06-18,679
1,2020-08-02,668
3,2020-08-01,546
1,2021-02-23,894
2,2020-07-08,826
6,2021-01-23,631
6,2021-01-06,552
3,2021-01-20,891
2,2020-10-24,836
3,2021-04-13,704
6,2020-08-21,934
2,2021-04-18,980
3,2020-06-09,40
3,2020-07-04,715
6,2020-11-04,66
4,2020-12-24,648
3,2020-10-08,62
3,2020-09-04,185
2,2020-06-11,285
4,2020-10-17,657
4,2020-08-23,620
5,2021-04-27,539
3,2020-10-28,277
3,2020-06-25,92
4,2020-12-17,75
5,2020-08-16,237
5,2020-10-08,916
6,2021-03-12,182
4,2020-06-24,483
3,2021-02-23,718
3,2020-12-27,827
3,2021-01-30,612
5,2020-12-29,155
2,2021-02-01,127
5,2021-03-01,489
1,2020-11-25,375
4,2020-08-16,868
3,2020-11-22,511
4,2020-08-28,57
4,2021-01-06,90
4,2020-12-21,489
5,2020-09-12,362
4,2021-02-14,606
3,2020-08-22,399
4,2021-01-13,773
6,2021-03-19,690
6,2021-04-19,476
4,2021-01-12,500
2,2020-11-23,865
4,2021-04-20,801
4,2020-07-31,620
2,2021-01-17,423
1,2020-07-29,817
3,2020-12-18,608
1,2020-12-14,629
4,2021-02-24,285
3,2020-07-16,879
6,2020-11-03,848
4,2020-08-07,868
5,2021-01-29,367
5,2021-02-26,367
3,2021-03-06,475
4,2021-02-05,886
4,2020-08-07,755
4,2020-11-13,245
2,2020-07-13,864
6,2021-04-05,13
4,2020-12-08,732
3,2021-02-02,51
2,2020-08-03,472
4,2020-11-20,826
5,2020-06-05,34
4,2021-01-10,442
2,2021-01-29,648
1,2020-07-14,257
3,2021-03-17,528
4,2021-03-04,754
3,2020-08-15,729
2,2020-09-29,204
3,2021-05-02,321
4,2020-10-08,606
4,2020-10-26,472
5,2021-04-16,511
4,2020-11-19,489
4,2020-12-24,559
1,2020-10-04,360
5,2020-07-20,950
4,2020-11-14,40
3,2021-01-14,40
4,2020-06-02,428
4,2020-12-19,882
6,2020-10-12,108
5,2020-08-24,868
3,2021-01-14,807
5,2020-12-21,752
6,2020-10-25,52
5,2020-11-25,976
2,2021-05-22,408
2,2020-09-18,161
1,2020-12-27,126
5,2020-10-02,844
2,2020-07-11,644
5,2021-02-02,98
6,2021-01-24,483
3,2021-02-19,147
6,2020-12-08,236
6,2020-06-15,700
4,2021-05-05,620
3,2021-02-24,871
2,2020-08-04,265
4,2020-10-31,522
3,2020-09-20,46
3,2020-10-01,540
4,2021-03-19,676
3,2021-05-05,335
2,2020-06-07,62
6,2020-11-28,643
2,2020-10-31,746
3,2020-09-29,876
2,2021-03-05,539
6,2020-06-22,868
4,2020-07-07,541
2,2020-06-24,269
2,2021-02-22,767
5,2020-07-06,519
5,2020-07-14,77
4,2021-02-22,161
4,2021-04-27,108
1,2020-08-09,51
2,2020-11-02,340
5,2020-06-07,776
6,2021-01-15,442
4,2021-04-19,340
3,2020-09-24,44
5,2020-05-26,871
4,2021-02-17,623
2,2020-08-25,166
5,2021-03-24,648
4,2021-02-18,333
5,2020-12-23,772
2,2021-03-10,563
5,2020-08-02,971
4,2020-08-24,344
4,2020-07-04,397
3,2020-06-07,101
4,2021-05-11,879
5,2020-05-28,472
4,2020-10-24,284
5,2020-06-28,801
4,2021-05-21,181
2,2020-12-28,879
2,2020-07-11,244
3,2020-07-19,876
3,2020-09-16,994
2,2020-07-22,640
6,2020-11-19,776
1,2020-12-08,239
2,2020-09-05,973
1,2020-06-10,549
4,2020-06-22,488
3,2020-12-23,269
4,2021-03-24,735
4,2020-11-27,735
2,2020-10-11,415
4,2020-10-29,701
3,2021-02-10,717
3,2020-06-08,551
5,2020-05-26,362
2,2021-05-10,890
4,2020-12-27,46
4,2020-10-04,795
3,2020-10-30,59
1,2020-09-28,372
3,2020-12-25,40
4,2020-07-19,221
2,2020-06-21,329
5,2020-09-09,914
2,2020-08-18,891
3,2020-10-26,943
4,2020-09-02,85
3,2020-10-13,793
3,2020-07-05,812
4,2020-09-17,879
3,2020-07-05,606
5,2021-04-19,276
4,2021-01-31,489
3,2021-05-10,457
1,2020-07-12,613
5,2020-08-14,442
2,2020-11-16,718
1,2021-04-09,456
2,2021-05-10,331
5,2021-03-13,230
4,2021-04-30,292
2,2020-10-26,99
4,2021-05-18,882
5,2021-03-16,783
1,2020-07-12,895
1,2020-10-21,586
4,2021-05-13,367
3,2020-12-07,584
2,2020-05-26,423
4,2020-12-05,106
2,2020-12-03,436
2,2020-07-10,344
4,2020-06-12,844
2,2021-05-14,553
2,2020-11-03,297
4,2020-12-04,408
3,2020-10-16,305
6,2020-11-23,976
4,2021-04-28,540
3,2020-09-07,732
4,2020-05-27,142
3,2020-11-29,801
1,2021-05-11,77
2,2020-12-18,367
2,2021-03-27,824
4,2021-01-18,906
4,2021-04-16,40
6,2020-12-06,302
4,2020-10-19,166
2,2020-10-11,889
2,2021-04-18,40
5,2020-10-11,737
2,2020-06-18,191
3,2020-12-04,123
4,2020-07-21,964
3,2020-08-11,693
3,2021-02-01,843
2,2021-03-06,842
3,2020-07-23,234
5,2020-08-25,77
1,2020-10-04,989
3,2021-04-08,754
1,2020-07-29,573
3,2021-05-14,160
1,2020-12-09,684
3,2020-06-29,439
4,2020-12-04,324
4,2020-06-08,416
3,2021-01-07,407
3,2020-09-27,535
3,2020-11-05,605
6,2021-05-10,559
4,2020-11-25,533
4,2020-11-11,21
3,2020-05-26,941
2,2020-06-25,899
6,2020-12-30,312
1,2020-12-09,279
3,2020-12-25,633
3,2021-01-12,826
3,2020-09-06,904
4,2020-06-10,944
3,2021-05-16,29
2,2020-11-05,288
5,2021-02-11,46
4,2020-09-07,356
1,2021-05-03,84
2,2021-04-05,253
6,2020-11-06,498
4,2021-05-07,893
1,2020-09-29,987
5,2020-12-09,976
3,2021-02-01,710
5,2020-12-09,611
4,2021-01-18,826
3,2021-02-14,188
6,2020-11-27,142
3,2021-01-26,177
2,2020-12-06,663
4,2021-01-07,489
3,2020-11-26,436
3,2020-07-31,673
3,2021-01-29,145
4,2021-03-09,720
4,2020-10-19,234
2,2020-12-23,442
4,2020-11-02,387
5,2021-03-02,658
3,2020-11-06,876
2,2020-11-20,534
2,2020-06-06,893
5,2020-10-10,269
5,2021-01-20,40
1,2021-04-19,716
5,2021-04-27,654
6,2021-01-23,389
4,2020-11-04,922
6,2020-09-20,498
6,2020-08-14,943
5,2020-11-01,162
4,2021-01-14,992
4,2021-03-19,751
5,2020-09-17,216
4,2020-08-22,234
5,2020-12-26,765
3,2021-03-05,262
2,2020-12-16,13
5,2021-05-02,848
3,2021-01-12,794
3,2020-12-21,220
5,2020-09-09,142
1,2021-05-05,312
3,2021-04-24,155
4,2020-12-31,798
4,2021-04-27,639
1,2021-01-17,153
4,2020-10-09,209
3,2020-08-29,97
3,2020-12-07,972
1,2021-03-27,788
2,2020-11-19,996
3,2020-09-11,868
5,2021-05-04,974
2,2020-09-13,48
3,2021-05-21,620
3,2021-03-20,810
1,2020-10-17,716
3,2020-07-14,906
2,2020-10-26,304
3,2021-01-30,324
1,2020-11-20,552
2,2021-03-17,82
2,2021-05-01,908
3,2021-02-11,401
5,2020-06-20,440
3,2020-11-11,16
3,2020-11-10,990
5,2020-06-12,570
1,2020-09-12,117
3,2020-11-18,605
5,2020-06-26,514
2,2020-11-06,209
4,2020-10-04,185
4,2020-10-08,914
2,2020-06-30,923
5,2021-02-25,161
5,2021-02-10,723
4,2020-07-04,234
4,2020-07-14,498
2,2020-10-27,365
2,2020-08-23,737
5,2020-09-05,72
6,2020-08-29,443
5,2021-04-09,299
4,2020-09-07,952
4,2021-04-17,34
4,2020-10-24,324
1,2020-08-28,422
4,2021-02-21,584
4,2020-07-13,269
3,2020-09-10,565
4,2021-04-20,33
2,2020-09-27,906
2,2021-05-04,780
3,2021-03-29,875
2,2020-07-15,368
4,2020-08-04,541
3,2020-06-03,221
5,2020-11-26,647
4,2020-06-23,57
3,2020-11-16,683
2,2021-04-19,620
6,2020-08-16,223
5,2021-03-11,868
2,2020-10-29,843
3,2021-01-20,240
4,2021-02-16,102
5,2020-07-28,75
3,2020-12-05,511
3,2021-04-21,830
3,2021-05-03,392
1,2020-07-15,52
2,2020-08-06,215
4,2021-02-25,76
3,2021-05-24,356
1,2021-01-28,251
6,2020-12-11,489
6,2020-07-26,717
1,2020-10-24,984
3,2020-10-01,196
4,2020-11-13,718
4,2021-05-09,162
4,2020-09-02,11
4,2021-01-21,572
3,2021-02-07,44
3,2020-11-01,34
2,2020-08-02,754
3,2020-10-22,783
6,2021-02-02,432
2,2020-08-23,858
6,2020-08-04,238
4,2020-09-29,944
5,2020-07-09,809
3,2021-04-26,737
6,2020-06-01,891
3,2020-08-06,566
4,2020-06-14,324
5,2021-04-15,860
2,2021-02-12,28
5,2020-11-14,392
3,2020-10-30,884
3,2020-09-19,133
4,2020-10-23,383
3,2020-06-18,449
4,2021-01-23,116
2,2021-05-11,65
1,2020-06-19,649
6,2021-01-06,844
3,2020-11-02,620
3,2020-06-28,938
2,2020-09-02,700
2,2021-02-28,521
2,2021-05-19,668
3,2020-05-25,875
2,2020-12-21,765
2,2021-02-25,182
1,2021-03-03,516
4,2021-01-14,191
4,2020-12-29,61
3,2020-10-09,948
6,2021-02-08,483
4,2020-06-10,874
3,2021-03-02,988
5,2020-10-25,847
5,2020-09-24,181
1,2020-07-22,138
4,2020-10-17,965
5,2020-08-20,735
5,2020-06-27,247
6,2020-08-19,785
3,2020-12-08,21
3,2021-03-10,156
2,2020-10-07,769
5,2021-03-13,678
3,2021-05-09,547
6,2021-01-18,476
3,2021-05-16,144
3,2021-03-23,847
4,2020-05-31,637
2,2020-11-18,421
4,2021-04-20,914
3,2020-08-26,733
3,2020-08-22,882
4,2020-12-24,554
3,2021-04-03,383
4,2021-01-17,367
3,2021-04-17,812
4,2020-09-13,690
2,2020-07-24,604
4,2020-06-15,944
4,2020-09-24,162
2,2020-10-24,714
2,2020-12-22,253
3,2020-11-29,487
1,2020-09-17,393
3,2020-06-28,916
6,2021-01-05,718
4,2020-07-12,240
3,2020-11-12,631
3,2021-04-11,526
5,2021-05-24,262
3,2021-05-01,955
3,2020-11-15,85
3,2020-10-09,143
4,2020-12-13,685
6,2021-02-22,53
3,2020-10-10,825
3,2020-09-09,640
2,2021-03-14,161
1,2020-11-29,990
3,2020-11-03,508
4,2020-08-30,263
2,2020-08-29,572
5,2020-10-28,166
1,2021-04-27,942
5,2021-03-18,284
4,2020-06-08,887
1,2020-08-15,424
2,2020-06-30,596
4,2020-09-06,679
1,2020-10-07,131
3,2021-02-03,24
5,2020-12-03,144
3,2020-12-01,900
3,2020-08-10,989
2,2021-02-28,202
4,2021-01-18,382
3,2020-08-05,944
2,2020-09-20,911
2,2021-05-17,230
5,2021-03-25,422
3,2021-02-25,459
5,2021-03-29,541
4,2020-12-27,123
1,2020-07-07,211
4,2021-03-08,85
3,2021-03-12,123
4,2021-02-02,541
1,2021-03-27,506
3,2020-11-20,383
4,2020-07-09,860
5,2020-10-04,103
1,2021-04-03,691
4,2020-10-29,155
1,2020-06-13,496
4,2021-03-09,448
4,2020-10-26,159
2,2020-10-08,332
5,2020-09-26,944
5,2020-09-22,251
4,2021-03-05,21
2,2020-06-03,848
2,2020-10-31,216
5,2020-08-10,13
4,2021-01-21,234
4,2020-09-11,391
3,2020-06-26,879
5,2020-10-05,533
2,2021-04-24,278
4,2021-03-19,498
5,2020-09-30,155
3,2021-05-05,382
3,2020-06-10,181
4,2020-11-29,230
4,2021-04-08,209
3,2021-03-18,889
5,2020-11-23,13
5,2021-01-30,703
3,2021-05-20,916
4,2021-01-30,737
3,2021-01-15,513
4,2021-01-25,489
1,2020-06-26,656
4,2021-03-18,339
3,2020-08-12,430
1,2021-03-18,418
3,2021-02-07,300
4,2020-08-02,340
5,2020-12-18,522
5,2021-02-03,848
1,2020-08-29,518
4,2020-11-24,826
4,2020-08-25,54
2,2020-10-11,983
2,2021-02-23,230
4,2020-10-22,411
3,2020-07-31,57
2,2020-12-03,369
4,2020-11-27,971
5,2020-06-07,144
4,2021-02-15,606
5,2020-11-02,137
3,2020-06-21,735
5,2021-02-27,341
3,2021-01-27,145
3,2021-01-20,932
2,2020-06-02,960
2,2021-04-19,393
3,2020-08-10,789
6,2020-07-23,269
4,2020-09-21,121
4,2020-09-15,392
2,2021-04-23,559
3,2020-09-28,809
3,2020-11-03,97
2,2020-07-09,457
5,2020-12-12,648
3,2021-04-25,938
3,2021-05-19,181
5,2020-12-28,737
3,2020-08-30,209
4,2020-08-05,943
3,2021-03-28,800
4,2021-02-23,644
6,2020-12-25,159
6,2020-08-13,851
3,2021-03-17,913
1,2020-07-30,803
5,2020-12-02,847
5,2021-04-13,976
2,2021-01-07,231
4,2020-12-01,217
1,2020-11-20,689
6,2020-08-09,541
4,2021-01-06,559
3,2020-07-21,433
2,2020-09-06,893
3,2021-04-30,253
3,2020-07-12,272
5,2020-09-08,223
2,2021-01-26,522
4,2020-10-21,423
5,2021-02-06,729
3,2020-06-30,750
2,2020-07-12,591
4,2020-09-22,26
5,2021-02-11,916
4,2020-07-23,269
3,2020-11-10,979
3,2021-04-15,223
4,2020-08-27,533
6,2021-03-31,367
3,2020-12-02,479
2,2020-11-04,198
2,2021-05-16,285
5,2020-08-10,648
3,2020-06-06,863
4,2020-12-07,181
3,2021-02-14,776
4,2021-04-08,383
6,2021-01-04,165
6,2020-12-06,577
4,2021-03-15,977
3,2020-06-18,790
6,2021-02-14,168
5,2021-01-18,721
3,2021-04-19,43
5,2020-06-19,374
1,2020-09-01,975
4,2020-08-17,547
4,2020-06-16,29
5,2021-05-17,579
4,2020-09-02,577
5,2021-05-05,612
3,2020-11-25,170
3,2020-08-07,124
4,2020-11-17,362
4,2021-02-04,717
3,2020-09-13,867
6,2021-01-08,428
4,2020-11-24,718
3,2020-10-07,890
4,2020-07-26,847
3,2020-09-28,216
2,2021-04-09,870
5,2020-12-12,230
3,2021-01-10,976
3,2020-06-06,990
5,2020-06-24,801
3,2021-04-05,227
3,2020-08-11,398
2,2021-01-05,998
5,2020-11-24,357
4,2020-10-21,916
6,2020-12-27,895
2,2020-09-21,782
1,2020-11-29,910
3,2020-10-16,159
2,2021-02-24,406
5,2020-11-10,522
4,2021-01-28,961
2,2020-06-26,669
3,2021-03-10,474
3,2020-09-22,86
3,2021-01-07,954
5,2021-01-07,533
3,2020-08-02,266
4,2020-07-23,891
4,2020-05-27,934
5,2020-07-17,39
4,2021-01-31,223
5,2020-06-15,144
4,2020-11-16,353
3,2020-11-21,132
4,2020-08-28,411
2,2021-01-14,326
2,2021-05-16,883
6,2021-05-12,162
3,2020-06-18,464
4,2020-10-11,34
3,2020-07-16,24
3,2020-07-29,817
5,2021-01-09,521
6,2020-05-28,764
2,2020-10-27,306
2,2020-10-21,487
2,2020-11-19,699
2,2021-03-25,577
4,2021-01-23,250
3,2020-09-22,72
4,2021-04-26,735
5,2021-02-25,25
2,2020-12-23,401
3,2021-04-21,383
3,2021-03-22,808
3,2020-11-17,344
5,2021-01-03,299
5,2020-12-02,166
3,2020-12-12,686
3,2020-08-17,332
5,2021-02-02,72
6,2021-02-09,844
4,2020-08-15,13
2,2020-09-15,174
1,2020-11-16,654
3,2020-10-18,830
4,2020-05-28,344
4,2020-05-27,991
6,2020-09-06,971
4,2021-04-14,944
2,2020-10-13,766
3,2020-10-16,373
5,2020-12-25,847
4,2020-10-21,533
3,2020-07-06,993
3,2021-01-17,889
1,2020-08-02,880
4,2020-10-12,550
3,2020-06-17,192
3,2020-08-21,650
6,2020-12-03,943
6,2020-08-13,875
6,2020-05-29,170
4,2021-05-18,238
1,2021-03-16,642
6,2020-07-07,957
3,2020-08-22,71
3,2021-05-05,345
2,2020-05-28,969
4,2021-02-05,789
3,2021-05-20,669
2,2020-10-04,948
3,2021-01-17,432
3,2021-02-07,769
4,2021-03-10,669
3,2020-08-02,16
3,2020-10-24,445
2,2020-10-15,137
6,2021-03-10,240
2,2020-09-14,110
5,2020-06-05,667
5,2021-01-30,804
5,2021-04-25,3
5,2020-07-20,844
4,2020-09-13,547
3,2020-08-30,216
1,2020-09-01,355
3,2020-07-21,367
4,2020-10-29,785
1,2020-12-01,211
5,2020-08-26,367
2,2020-06-09,562
3,2021-03-05,144
5,2020-09-15,161
4,2020-07-21,894
3,2020-08-25,457
4,2021-01-10,721
5,2020-09-27,63
3,2020-11-17,284
4,2021-05-19,40
6,2020-11-23,423
1,2021-02-02,728
2,2020-11-06,812
3,2021-02-16,979
4,2020-09-04,250
3,2021-04-12,657
4,2020-10-07,503
4,2020-07-01,687
2,2020-08-17,778
3,2020-06-12,887
4,2020-07-22,137
5,2021-03-17,934
5,2020-12-01,834
4,2021-05-18,396
6,2021-04-14,225
5,2020-09-26,372
1,2020-07-31,528
3,2021-04-14,375
3,2021-05-23,301
4,2020-08-23,222
3,2020-09-18,496
1,2020-11-09,939
4,2021-05-09,800
4,2021-03-13,533
2,2021-04-01,740
2,2021-04-19,290
4,2020-10-11,513
5,2020-08-19,769
6,2020-12-07,428
2,2020-11-28,341
4,2020-07-10,216
4,2021-01-02,718
2,2021-02-15,956
3,2020-09-06,181
1,2021-01-10,965
2,2020-06-11,346
3,2020-10-08,690
6,2021-03-28,159
2,2020-12-13,98
3,2020-07-23,742
5,2021-03-30,267
3,2020-08-21,436
3,2021-03-01,518
2,2021-05-08,840
3,2020-06-24,279
1,2020-10-09,179
4,2020-08-31,169
3,2020-10-13,397
2,2020-06-15,44
5,2020-06-26,161
5,2021-04-10,580
4,2020-09-13,889
1,2021-04-16,323
3,2020-09-17,944
2,2021-01-16,419
5,2021-03-10,188
3,2020-09-13,253
2,2020-07-08,56
3,2020-11-08,920
5,2020-08-21,976
3,2020-10-09,684
6,2021-04-13,669
5,2020-09-26,848
3,2020-07-14,341
3,2020-06-06,291
4,2021-02-09,721
4,2020-09-24,110
2,2021-04-28,329
